dep;jour;hosp;rea;dc;rad
13;27/03/2020;136;16;4;38
14;27/03/2020;16;5;1;1
15;27/03/2020;1;0;0;0
16;27/03/2020;10;2;0;2
17;27/03/2020;9;2;0;1
18;27/03/2020;5;0;1;2
19;27/03/2020;0;0;0;0
21;27/03/2020;9;3;2;0
22;27/03/2020;10;1;0;0
23;27/03/2020;5;2;0;0
24;27/03/2020;9;1;0;0
25;27/03/2020;27;8;3;8
26;27/03/2020;30;8;3;13
27;27/03/2020;1;0;0;0
28;27/03/2020;13;6;2;3
29;27/03/2020;5;1;0;3
2A;27/03/2020;10;0;0;2
2B;27/03/2020;5;1;0;5
30;27/03/2020;11;0;1;2
31;27/03/2020;23;8;2;3
32;27/03/2020;5;1;0;0
33;27/03/2020;64;12;4;19
34;27/03/2020;38;9;2;11
35;27/03/2020;10;4;1;5
36;27/03/2020;11;3;2;1
37;27/03/2020;25;6;0;6
38;27/03/2020;36;14;0;7
39;27/03/2020;6;3;0;1
40;27/03/2020;2;0;0;0
41;27/03/2020;8;2;0;0
42;27/03/2020;28;3;1;13
43;27/03/2020;3;0;1;1
44;27/03/2020;38;7;3;4
45;27/03/2020;8;1;1;2
46;27/03/2020;0;0;0;0
47;27/03/2020;2;2;0;1
48;27/03/2020;0;0;0;0
49;27/03/2020;24;5;3;9
50;27/03/2020;7;1;1;2
51;27/03/2020;31;5;1;9
52;27/03/2020;18;1;1;4
53;27/03/2020;18;1;0;0
54;27/03/2020;55;16;2;13
55;27/03/2020;17;2;1;5
56;27/03/2020;13;3;4;10
57;27/03/2020;106;16;24;28
58;27/03/2020;2;1;0;0
59;27/03/2020;84;34;8;27
60;27/03/2020;30;10;9;12
61;27/03/2020;2;1;0;1
62;27/03/2020;16;3;0;9
63;27/03/2020;9;2;0;1
64;27/03/2020;16;3;1;3
65;27/03/2020;2;1;0;0
66;27/03/2020;13;2;1;9
67;27/03/2020;102;36;16;24
68;27/03/2020;160;19;22;37
69;27/03/2020;180;36;17;57
70;27/03/2020;15;3;0;9
71;27/03/2020;23;5;3;5
72;27/03/2020;16;6;1;2
73;27/03/2020;13;2;1;5
74;27/03/2020;40;7;3;10
75;27/03/2020;270;76;42;82
76;27/03/2020;33;14;2;7
77;27/03/2020;83;24;2;24
78;27/03/2020;76;11;10;23
79;27/03/2020;2;0;1;0
80;27/03/2020;17;1;2;6
81;27/03/2020;4;2;0;2
82;27/03/2020;1;0;0;0
83;27/03/2020;16;2;0;6
84;27/03/2020;10;4;0;4
85;27/03/2020;8;1;1;0
86;27/03/2020;10;3;2;2
87;27/03/2020;7;0;0;0
88;27/03/2020;45;6;9;10
89;27/03/2020;2;0;0;0
90;27/03/2020;25;1;8;10
91;27/03/2020;51;11;3;12
92;27/03/2020;192;30;18;34
93;27/03/2020;160;18;14;25
94;27/03/2020;158;12;17;30
95;27/03/2020;134;13;14;63
971;27/03/2020;11;7;1;2
972;27/03/2020;14;3;0;0
973;27/03/2020;0;0;0;0
974;27/03/2020;0;0;0;0
976;27/03/2020;0;0;0;0
1;28/03/2020;7;3;1;3
2;28/03/2020;26;2;4;13
3;28/03/2020;7;0;0;4
4;28/03/2020;4;0;0;3
5;28/03/2020;4;0;0;4
6;28/03/2020;22;4;3;11
7;28/03/2020;34;1;1;21
8;28/03/2020;11;0;0;0
9;28/03/2020;0;0;0;0
10;28/03/2020;4;0;1;0
11;28/03/2020;21;4;2;8
12;28/03/2020;13;0;1;3
13;28/03/2020;107;15;3;27
14;28/03/2020;22;7;0;4
15;28/03/2020;1;0;0;0
16;28/03/2020;2;1;2;4
17;28/03/2020;9;4;1;3
18;28/03/2020;6;3;2;0
19;28/03/2020;14;3;0;0
21;28/03/2020;52;8;1;17
22;28/03/2020;6;0;1;3
23;28/03/2020;0;2;0;0
24;28/03/2020;0;0;0;2
25;28/03/2020;5;1;1;14
26;28/03/2020;33;9;0;2
27;28/03/2020;1;0;0;1
28;28/03/2020;7;0;0;2
29;28/03/2020;13;8;0;2
2A;28/03/2020;9;6;0;2
2B;28/03/2020;1;0;0;0
30;28/03/2020;12;4;0;0
31;28/03/2020;17;6;1;10
32;28/03/2020;1;0;0;0
33;28/03/2020;30;5;4;7
34;28/03/2020;47;11;3;12
35;28/03/2020;19;5;2;3
36;28/03/2020;13;3;1;0
37;28/03/2020;5;2;1;4
38;28/03/2020;15;3;2;5
39;28/03/2020;5;0;1;9
40;28/03/2020;2;0;0;3
41;28/03/2020;12;0;3;4
42;28/03/2020;69;16;8;3
43;28/03/2020;2;0;1;1
44;28/03/2020;33;8;7;8
45;28/03/2020;26;5;2;3
46;28/03/2020;1;1;0;0
47;28/03/2020;8;3;0;0
48;28/03/2020;2;0;0;1
49;28/03/2020;19;5;0;8
50;28/03/2020;6;4;0;0
51;28/03/2020;80;13;4;34
52;28/03/2020;5;1;0;0
53;28/03/2020;3;1;2;0
54;28/03/2020;76;26;3;12
55;28/03/2020;4;0;1;1
56;28/03/2020;12;6;0;7
57;28/03/2020;124;27;30;32
58;28/03/2020;2;1;0;1
59;28/03/2020;77;16;5;16
60;28/03/2020;37;0;11;7
61;28/03/2020;6;0;0;3
62;28/03/2020;40;13;3;9
63;28/03/2020;10;4;0;0
64;28/03/2020;10;1;1;7
65;28/03/2020;6;2;0;1
66;28/03/2020;25;5;0;10
67;28/03/2020;87;17;11;28
68;28/03/2020;143;19;36;76
69;28/03/2020;184;65;14;38
70;28/03/2020;8;4;3;5
71;28/03/2020;37;5;2;17
72;28/03/2020;33;6;1;3
73;28/03/2020;7;2;0;1
74;28/03/2020;37;5;4;17
75;28/03/2020;346;76;31;66
76;28/03/2020;61;14;2;14
77;28/03/2020;97;14;10;17
78;28/03/2020;100;18;8;35
79;28/03/2020;2;0;0;1
80;28/03/2020;57;7;4;15
81;28/03/2020;5;2;0;0
82;28/03/2020;0;0;0;0
83;28/03/2020;27;4;0;1
84;28/03/2020;11;6;1;7
85;28/03/2020;14;1;1;3
86;28/03/2020;7;3;2;5
87;28/03/2020;7;1;0;2
88;28/03/2020;48;11;12;12
89;28/03/2020;1;0;0;0
90;28/03/2020;17;2;1;0
91;28/03/2020;111;34;3;35
92;28/03/2020;209;43;15;54
93;28/03/2020;99;21;18;62
94;28/03/2020;177;26;15;46
95;28/03/2020;78;10;12;30
971;28/03/2020;18;0;0;3
972;28/03/2020;11;0;0;2
973;28/03/2020;0;0;0;0
974;28/03/2020;12;1;0;0
976;28/03/2020;0;0;0;0
1;29/03/2020;11;3;3;3
2;29/03/2020;5;1;1;1
3;29/03/2020;3;3;0;1
4;29/03/2020;0;0;0;0
5;29/03/2020;8;2;0;1
6;29/03/2020;19;5;2;10
7;29/03/2020;7;0;1;1
8;29/03/2020;7;3;0;2
9;29/03/2020;0;1;0;0
10;29/03/2020;1;0;0;0
11;29/03/2020;18;1;0;1
12;29/03/2020;2;0;0;0
13;29/03/2020;117;25;7;6
14;29/03/2020;16;4;0;1
15;29/03/2020;0;0;0;0
16;29/03/2020;10;2;1;1
17;29/03/2020;11;5;2;1
18;29/03/2020;2;0;0;0
19;29/03/2020;5;2;0;1
21;29/03/2020;44;8;2;26
22;29/03/2020;5;1;1;2
23;29/03/2020;0;0;0;0
24;29/03/2020;0;0;0;0
25;29/03/2020;68;14;3;12
26;29/03/2020;18;6;1;0
27;29/03/2020;0;0;0;0
28;29/03/2020;29;4;1;2
29;29/03/2020;6;0;0;3
2A;29/03/2020;15;4;0;6
2B;29/03/2020;1;0;0;2
30;29/03/2020;6;2;3;0
31;29/03/2020;25;8;1;3
32;29/03/2020;4;0;0;0
33;29/03/2020;29;8;4;9
34;29/03/2020;38;7;2;2
35;29/03/2020;30;2;0;11
36;29/03/2020;1;1;1;0
37;29/03/2020;5;2;0;1
38;29/03/2020;28;12;2;4
39;29/03/2020;2;3;0;0
40;29/03/2020;2;0;0;0
41;29/03/2020;3;2;0;0
42;29/03/2020;77;9;6;14
43;29/03/2020;1;0;1;0
44;29/03/2020;18;2;4;0
45;29/03/2020;33;8;2;3
46;29/03/2020;4;1;0;2
47;29/03/2020;2;0;0;0
48;29/03/2020;1;0;0;0
49;29/03/2020;22;0;0;11
50;29/03/2020;9;2;2;2
51;29/03/2020;26;4;2;14
52;29/03/2020;0;0;0;0
53;29/03/2020;8;1;0;0
54;29/03/2020;21;2;4;8
55;29/03/2020;3;0;0;1
56;29/03/2020;14;1;3;5
57;29/03/2020;87;23;11;11
58;29/03/2020;0;0;0;0
59;29/03/2020;80;23;3;19
60;29/03/2020;23;3;5;3
61;29/03/2020;5;0;0;0
62;29/03/2020;28;5;1;5
63;29/03/2020;13;10;0;0
64;29/03/2020;9;4;0;4
65;29/03/2020;5;0;0;1
66;29/03/2020;17;3;2;7
67;29/03/2020;90;19;18;16
68;29/03/2020;113;18;24;33
69;29/03/2020;102;33;15;26
70;29/03/2020;8;3;1;3
71;29/03/2020;15;1;2;6
72;29/03/2020;26;1;1;7
73;29/03/2020;20;1;1;2
74;29/03/2020;45;12;3;7
75;29/03/2020;241;69;25;17
76;29/03/2020;58;13;4;5
77;29/03/2020;54;7;2;15
78;29/03/2020;74;10;8;18
79;29/03/2020;6;3;0;1
80;29/03/2020;35;5;5;9
81;29/03/2020;7;4;0;0
82;29/03/2020;0;0;0;0
83;29/03/2020;24;6;1;5
84;29/03/2020;4;0;0;0
85;29/03/2020;10;5;0;1
86;29/03/2020;6;5;1;0
87;29/03/2020;10;6;0;0
88;29/03/2020;38;2;4;5
89;29/03/2020;7;2;1;4
90;29/03/2020;15;2;7;6
91;29/03/2020;43;8;12;12
92;29/03/2020;125;32;22;32
93;29/03/2020;114;4;13;13
94;29/03/2020;122;13;17;19
95;29/03/2020;114;15;21;51
971;29/03/2020;1;0;1;0
972;29/03/2020;9;2;2;2
973;29/03/2020;0;0;0;0
974;29/03/2020;42;0;0;5
976;29/03/2020;0;0;0;0
1;30/03/2020;20;7;4;1
2;30/03/2020;9;4;2;3
3;30/03/2020;14;4;0;6
4;30/03/2020;15;3;1;8
5;30/03/2020;9;0;0;6
6;30/03/2020;11;5;3;1
7;30/03/2020;21;0;1;12
8;30/03/2020;0;0;0;0
9;30/03/2020;2;1;0;0
10;30/03/2020;6;0;0;1
11;30/03/2020;19;2;1;1
12;30/03/2020;10;2;0;3
13;30/03/2020;138;34;5;22
14;30/03/2020;7;1;5;1
15;30/03/2020;3;0;0;0
16;30/03/2020;6;0;2;0
17;30/03/2020;16;2;3;1
18;30/03/2020;16;4;2;0
19;30/03/2020;7;1;0;2
21;30/03/2020;14;0;0;33
22;30/03/2020;4;0;0;1
23;30/03/2020;2;3;0;0
24;30/03/2020;1;0;0;0
25;30/03/2020;15;1;1;5
26;30/03/2020;50;11;10;12
27;30/03/2020;7;3;2;2
28;30/03/2020;25;2;6;6
29;30/03/2020;7;3;1;1
2A;30/03/2020;14;1;0;12
2B;30/03/2020;0;0;0;0
30;30/03/2020;5;4;0;0
31;30/03/2020;34;15;0;5
32;30/03/2020;1;0;1;0
33;30/03/2020;89;13;4;37
34;30/03/2020;24;14;1;14
35;30/03/2020;15;4;2;2
36;30/03/2020;5;0;2;1
37;30/03/2020;27;2;0;3
38;30/03/2020;30;6;3;4
39;30/03/2020;13;0;1;0
40;30/03/2020;6;1;1;1
41;30/03/2020;23;1;1;3
42;30/03/2020;32;11;3;11
43;30/03/2020;3;0;0;1
44;30/03/2020;16;3;5;12
45;30/03/2020;34;4;3;6
46;30/03/2020;0;0;0;0
47;30/03/2020;3;1;0;2
48;30/03/2020;1;0;0;2
49;30/03/2020;23;9;4;2
50;30/03/2020;12;3;1;1
51;30/03/2020;33;14;15;11
52;30/03/2020;2;0;0;0
53;30/03/2020;4;1;2;1
54;30/03/2020;72;14;8;17
55;30/03/2020;40;4;3;18
56;30/03/2020;15;3;1;3
57;30/03/2020;117;25;19;21
58;30/03/2020;2;0;0;0
59;30/03/2020;105;26;12;26
60;30/03/2020;35;5;8;10
61;30/03/2020;4;1;0;1
62;30/03/2020;41;19;4;9
63;30/03/2020;15;11;1;3
64;30/03/2020;8;2;3;2
65;30/03/2020;6;2;0;2
66;30/03/2020;11;7;2;8
67;30/03/2020;69;22;18;13
68;30/03/2020;176;27;36;57
69;30/03/2020;117;50;13;18
70;30/03/2020;15;4;4;9
71;30/03/2020;11;11;7;1
72;30/03/2020;23;6;1;5
73;30/03/2020;13;7;1;8
74;30/03/2020;46;9;1;14
75;30/03/2020;252;52;69;96
76;30/03/2020;14;10;2;5
77;30/03/2020;83;26;12;21
78;30/03/2020;99;19;11;45
79;30/03/2020;4;0;0;4
80;30/03/2020;28;9;5;8
81;30/03/2020;5;1;1;3
82;30/03/2020;4;3;0;1
83;30/03/2020;30;5;5;12
84;30/03/2020;18;3;1;2
85;30/03/2020;2;1;0;0
86;30/03/2020;8;1;0;1
87;30/03/2020;8;1;1;1
88;30/03/2020;39;7;9;9
89;30/03/2020;14;2;0;2
90;30/03/2020;21;2;10;8
91;30/03/2020;83;18;10;7
92;30/03/2020;176;26;17;35
93;30/03/2020;138;20;11;22
94;30/03/2020;114;14;3;28
95;30/03/2020;117;14;14;37
971;30/03/2020;3;4;2;9
972;30/03/2020;0;0;0;0
973;30/03/2020;0;0;0;0
974;30/03/2020;4;1;0;1
976;30/03/2020;0;0;0;0
1;31/03/2020;20;0;1;9
2;31/03/2020;58;6;7;41
3;31/03/2020;5;1;1;3
4;31/03/2020;5;0;1;3
5;31/03/2020;7;0;0;3
6;31/03/2020;22;3;3;7
7;31/03/2020;33;5;1;20
8;31/03/2020;22;7;0;4
9;31/03/2020;3;0;0;2
10;31/03/2020;13;1;1;0
11;31/03/2020;15;1;2;3
12;31/03/2020;6;2;0;2
13;31/03/2020;167;23;12;101
14;31/03/2020;11;6;0;4
15;31/03/2020;3;1;0;0
16;31/03/2020;4;0;1;6
17;31/03/2020;8;2;3;6
18;31/03/2020;10;2;2;1
19;31/03/2020;2;0;0;1
21;31/03/2020;32;2;5;8
22;31/03/2020;4;0;1;1
23;31/03/2020;3;0;0;1
24;31/03/2020;1;0;1;1
25;31/03/2020;32;8;8;18
26;31/03/2020;27;6;7;12
27;31/03/2020;19;3;5;10
28;31/03/2020;16;2;0;5
29;31/03/2020;5;2;1;8
2A;31/03/2020;3;2;1;4
2B;31/03/2020;10;0;0;8
30;31/03/2020;18;5;1;5
31;31/03/2020;27;8;0;20
32;31/03/2020;3;0;1;2
33;31/03/2020;66;15;5;47
34;31/03/2020;38;7;5;36
35;31/03/2020;19;7;2;8
36;31/03/2020;2;0;2;0
37;31/03/2020;15;3;1;2
38;31/03/2020;18;3;2;10
39;31/03/2020;11;1;1;6
40;31/03/2020;1;1;0;1
41;31/03/2020;5;5;0;3
42;31/03/2020;40;4;8;7
43;31/03/2020;2;0;0;2
44;31/03/2020;22;9;3;18
45;31/03/2020;18;7;2;3
46;31/03/2020;0;0;0;0
47;31/03/2020;0;0;0;2
48;31/03/2020;0;0;0;1
49;31/03/2020;42;10;4;19
50;31/03/2020;5;1;3;2
51;31/03/2020;100;3;6;36
52;31/03/2020;11;2;0;2
53;31/03/2020;9;3;1;4
54;31/03/2020;35;8;9;6
55;31/03/2020;13;0;5;15
56;31/03/2020;13;3;1;4
57;31/03/2020;120;23;11;24
58;31/03/2020;2;1;2;0
59;31/03/2020;129;39;11;44
60;31/03/2020;41;6;15;11
61;31/03/2020;17;2;2;6
62;31/03/2020;35;7;2;11
63;31/03/2020;2;1;0;3
64;31/03/2020;17;8;1;3
65;31/03/2020;2;0;0;3
66;31/03/2020;19;4;1;18
67;31/03/2020;142;35;27;41
68;31/03/2020;170;37;36;95
69;31/03/2020;135;29;9;46
70;31/03/2020;27;8;6;11
71;31/03/2020;28;3;5;14
72;31/03/2020;20;3;4;12
73;31/03/2020;34;6;0;19
74;31/03/2020;24;9;3;15
75;31/03/2020;404;83;57;125
76;31/03/2020;70;20;10;17
77;31/03/2020;131;27;18;42
78;31/03/2020;192;22;19;59
79;31/03/2020;4;2;0;1
80;31/03/2020;47;9;9;25
81;31/03/2020;5;0;0;1
82;31/03/2020;2;0;0;0
83;31/03/2020;37;11;6;23
84;31/03/2020;5;2;1;6
85;31/03/2020;7;0;1;10
86;31/03/2020;4;4;3;6
87;31/03/2020;8;0;0;3
88;31/03/2020;71;6;8;11
89;31/03/2020;27;2;1;1
90;31/03/2020;44;5;0;18
91;31/03/2020;90;28;9;23
92;31/03/2020;292;45;22;81
93;31/03/2020;219;34;38;88
94;31/03/2020;258;27;46;68
95;31/03/2020;145;22;16;44
971;31/03/2020;4;2;1;1
972;31/03/2020;11;3;0;3
973;31/03/2020;0;0;0;0
974;31/03/2020;6;2;0;4
976;31/03/2020;0;0;0;0
1;01/04/2020;38;14;2;10
2;01/04/2020;41;4;8;13
3;01/04/2020;9;1;0;7
4;01/04/2020;4;1;0;2
5;01/04/2020;7;2;0;0
6;01/04/2020;40;9;6;18
7;01/04/2020;15;1;4;11
8;01/04/2020;7;0;1;0
9;01/04/2020;5;3;0;1
10;01/04/2020;34;5;10;17
11;01/04/2020;17;3;2;7
12;01/04/2020;4;0;1;0
13;01/04/2020;140;28;8;94
14;01/04/2020;25;7;1;7
15;01/04/2020;1;1;0;1
16;01/04/2020;6;1;0;2
17;01/04/2020;18;2;1;4
18;01/04/2020;6;1;3;1
19;01/04/2020;5;3;1;3
21;01/04/2020;55;8;3;24
22;01/04/2020;13;2;2;3
23;01/04/2020;2;0;0;0
24;01/04/2020;6;1;0;2
25;01/04/2020;26;7;0;10
26;01/04/2020;40;6;1;13
27;01/04/2020;12;0;0;6
28;01/04/2020;8;3;0;6
29;01/04/2020;11;5;0;4
2A;01/04/2020;3;3;1;0
2B;01/04/2020;0;0;0;3
30;01/04/2020;20;5;0;1
31;01/04/2020;21;11;4;18
32;01/04/2020;8;0;1;1
33;01/04/2020;49;12;2;38
34;01/04/2020;33;10;6;25
35;01/04/2020;17;6;1;3
36;01/04/2020;6;1;4;1
37;01/04/2020;31;4;6;11
38;01/04/2020;32;5;2;17
39;01/04/2020;11;1;1;5
40;01/04/2020;1;1;0;0
41;01/04/2020;16;3;3;1
42;01/04/2020;44;5;13;29
43;01/04/2020;3;0;0;2
44;01/04/2020;45;2;5;10
45;01/04/2020;33;12;1;8
46;01/04/2020;12;1;0;6
47;01/04/2020;4;0;0;0
48;01/04/2020;2;0;0;0
49;01/04/2020;25;9;0;15
50;01/04/2020;10;3;0;2
51;01/04/2020;49;4;7;26
52;01/04/2020;2;0;0;1
53;01/04/2020;3;1;0;3
54;01/04/2020;75;20;17;40
55;01/04/2020;31;3;0;9
56;01/04/2020;26;4;2;5
57;01/04/2020;147;17;19;47
58;01/04/2020;1;1;1;0
59;01/04/2020;96;20;15;36
60;01/04/2020;70;9;20;33
61;01/04/2020;19;0;2;7
62;01/04/2020;76;12;4;10
63;01/04/2020;24;0;1;5
64;01/04/2020;8;1;0;9
65;01/04/2020;13;0;0;2
66;01/04/2020;13;4;1;19
67;01/04/2020;162;36;27;83
68;01/04/2020;125;18;26;44
69;01/04/2020;148;34;21;60
70;01/04/2020;14;3;3;10
71;01/04/2020;24;8;3;17
72;01/04/2020;18;5;4;12
73;01/04/2020;44;3;1;33
74;01/04/2020;39;11;9;25
75;01/04/2020;378;84;42;137
76;01/04/2020;32;9;4;28
77;01/04/2020;114;24;18;60
78;01/04/2020;192;21;21;63
79;01/04/2020;6;0;0;3
80;01/04/2020;24;3;3;3
81;01/04/2020;11;3;1;1
82;01/04/2020;4;1;1;0
83;01/04/2020;14;4;3;14
84;01/04/2020;19;1;4;5
85;01/04/2020;11;3;2;4
86;01/04/2020;7;0;0;1
87;01/04/2020;7;2;0;6
88;01/04/2020;34;4;7;19
89;01/04/2020;15;5;3;4
90;01/04/2020;22;0;4;0
91;01/04/2020;89;18;11;15
92;01/04/2020;309;49;24;59
93;01/04/2020;278;45;26;47
94;01/04/2020;319;56;39;82
95;01/04/2020;120;10;13;71
971;01/04/2020;6;2;2;6
972;01/04/2020;4;1;1;5
973;01/04/2020;10;0;0;5
974;01/04/2020;7;0;0;10
976;01/04/2020;1;0;0;1
1;02/04/2020;34;7;2;19
2;02/04/2020;58;1;8;27
3;02/04/2020;5;3;1;6
4;02/04/2020;15;0;1;13
5;02/04/2020;8;5;0;2
6;02/04/2020;43;17;3;9
7;02/04/2020;12;2;6;10
8;02/04/2020;13;1;0;2
9;02/04/2020;2;0;1;1
10;02/04/2020;23;2;2;3
11;02/04/2020;31;1;0;6
12;02/04/2020;9;1;0;3
13;02/04/2020;106;21;10;33
14;02/04/2020;19;8;1;0
15;02/04/2020;9;1;0;1
16;02/04/2020;4;1;1;2
17;02/04/2020;11;3;1;2
18;02/04/2020;6;1;3;3
19;02/04/2020;2;0;0;3
21;02/04/2020;67;8;18;31
22;02/04/2020;16;9;3;3
23;02/04/2020;2;2;0;1
24;02/04/2020;4;0;0;3
25;02/04/2020;39;9;1;13
26;02/04/2020;11;1;5;16
27;02/04/2020;12;2;2;0
28;02/04/2020;47;4;2;20
29;02/04/2020;6;2;0;8
2A;02/04/2020;6;1;2;2
2B;02/04/2020;14;2;0;6
30;02/04/2020;10;6;1;9
31;02/04/2020;19;9;2;17
32;02/04/2020;4;1;0;2
33;02/04/2020;53;7;1;39
34;02/04/2020;30;6;4;17
35;02/04/2020;20;5;2;7
36;02/04/2020;5;1;0;3
37;02/04/2020;19;3;1;3
38;02/04/2020;21;3;1;5
39;02/04/2020;5;2;0;4
40;02/04/2020;4;0;0;3
41;02/04/2020;17;5;0;1
42;02/04/2020;42;9;5;14
43;02/04/2020;2;0;0;2
44;02/04/2020;27;7;2;11
45;02/04/2020;32;8;2;12
46;02/04/2020;5;3;0;1
47;02/04/2020;1;1;0;0
48;02/04/2020;1;0;0;1
49;02/04/2020;19;5;5;19
50;02/04/2020;9;2;1;5
51;02/04/2020;56;4;5;19
52;02/04/2020;3;0;0;3
53;02/04/2020;8;0;0;3
54;02/04/2020;101;24;10;25
55;02/04/2020;10;3;1;17
56;02/04/2020;18;2;3;9
57;02/04/2020;110;20;30;57
58;02/04/2020;6;0;1;1
59;02/04/2020;157;35;21;43
60;02/04/2020;102;15;7;32
61;02/04/2020;11;2;2;0
62;02/04/2020;45;10;4;24
63;02/04/2020;5;4;1;6
64;02/04/2020;19;4;2;16
65;02/04/2020;6;0;2;2
66;02/04/2020;11;0;1;10
67;02/04/2020;89;20;18;37
68;02/04/2020;161;21;26;96
69;02/04/2020;111;22;20;51
70;02/04/2020;21;3;6;5
71;02/04/2020;19;4;3;21
72;02/04/2020;19;2;3;8
73;02/04/2020;34;4;8;22
74;02/04/2020;44;8;7;34
75;02/04/2020;344;96;51;115
76;02/04/2020;57;15;6;21
77;02/04/2020;111;27;14;45
78;02/04/2020;100;15;18;48
79;02/04/2020;4;0;3;5
80;02/04/2020;32;4;1;9
81;02/04/2020;10;5;0;5
82;02/04/2020;0;0;0;0
83;02/04/2020;26;6;1;3
84;02/04/2020;17;2;2;3
85;02/04/2020;2;0;0;2
86;02/04/2020;4;0;3;3
87;02/04/2020;8;1;1;5
88;02/04/2020;39;14;5;20
89;02/04/2020;18;1;1;2
90;02/04/2020;39;6;11;32
91;02/04/2020;128;25;20;30
92;02/04/2020;246;29;38;96
93;02/04/2020;131;17;21;42
94;02/04/2020;207;33;27;54
95;02/04/2020;146;19;18;55
971;02/04/2020;9;4;0;3
972;02/04/2020;2;1;0;7
973;02/04/2020;3;0;0;3
974;02/04/2020;6;1;0;4
976;02/04/2020;11;2;2;1
1;03/04/2020;15;4;3;13
2;03/04/2020;59;5;18;16
3;03/04/2020;5;0;1;1
4;03/04/2020;5;1;0;1
5;03/04/2020;6;2;0;0
6;03/04/2020;36;9;3;9
7;03/04/2020;19;2;1;5
8;03/04/2020;5;0;1;3
9;03/04/2020;0;0;0;0
10;03/04/2020;9;0;1;1
11;03/04/2020;7;1;4;3
12;03/04/2020;13;1;1;2
13;03/04/2020;160;29;14;67
14;03/04/2020;11;6;2;8
15;03/04/2020;3;2;0;0
16;03/04/2020;4;1;0;4
17;03/04/2020;11;0;0;0
18;03/04/2020;10;0;1;3
19;03/04/2020;7;0;0;3
21;03/04/2020;28;6;5;17
22;03/04/2020;10;0;0;4
23;03/04/2020;0;0;0;0
24;03/04/2020;5;1;0;0
25;03/04/2020;20;14;8;21
26;03/04/2020;46;4;8;14
27;03/04/2020;12;1;1;3
28;03/04/2020;19;0;3;11
29;03/04/2020;11;2;0;7
2A;03/04/2020;3;1;3;2
2B;03/04/2020;6;0;0;5
30;03/04/2020;2;2;2;5
31;03/04/2020;15;2;0;11
32;03/04/2020;2;0;2;0
33;03/04/2020;37;5;3;17
34;03/04/2020;41;10;4;16
35;03/04/2020;10;1;4;5
36;03/04/2020;2;3;0;0
37;03/04/2020;18;6;4;6
38;03/04/2020;24;5;5;12
39;03/04/2020;16;1;6;7
40;03/04/2020;2;1;0;2
41;03/04/2020;12;1;3;15
42;03/04/2020;57;5;7;32
43;03/04/2020;6;0;0;3
44;03/04/2020;30;5;5;19
45;03/04/2020;38;14;4;11
46;03/04/2020;9;0;0;3
47;03/04/2020;2;0;0;3
48;03/04/2020;0;0;0;0
49;03/04/2020;16;3;4;17
50;03/04/2020;7;1;0;4
51;03/04/2020;23;5;9;22
52;03/04/2020;33;0;10;11
53;03/04/2020;6;1;1;1
54;03/04/2020;75;14;14;35
55;03/04/2020;20;7;2;13
56;03/04/2020;13;5;2;4
57;03/04/2020;127;15;42;70
58;03/04/2020;7;0;1;0
59;03/04/2020;100;23;22;46
60;03/04/2020;47;5;15;29
61;03/04/2020;7;2;1;3
62;03/04/2020;89;18;7;30
63;03/04/2020;6;3;1;6
64;03/04/2020;5;1;1;1
65;03/04/2020;4;0;0;3
66;03/04/2020;10;2;0;18
67;03/04/2020;165;31;30;91
68;03/04/2020;106;24;24;61
69;03/04/2020;131;23;11;59
70;03/04/2020;10;1;2;4
71;03/04/2020;21;3;7;22
72;03/04/2020;14;2;2;12
73;03/04/2020;5;2;1;11
74;03/04/2020;39;5;6;13
75;03/04/2020;294;63;58;138
76;03/04/2020;28;7;9;17
77;03/04/2020;132;23;12;45
78;03/04/2020;86;16;18;42
79;03/04/2020;2;1;1;2
80;03/04/2020;58;4;6;13
81;03/04/2020;4;0;0;1
82;03/04/2020;2;1;0;0
83;03/04/2020;22;3;2;20
84;03/04/2020;9;1;1;9
85;03/04/2020;13;1;5;2
86;03/04/2020;5;1;0;2
87;03/04/2020;5;1;1;5
88;03/04/2020;23;8;8;19
89;03/04/2020;16;2;1;10
90;03/04/2020;16;1;3;10
91;03/04/2020;132;20;13;32
92;03/04/2020;232;48;26;98
93;03/04/2020;167;26;35;54
94;03/04/2020;272;46;38;86
95;03/04/2020;134;16;26;60
971;03/04/2020;6;1;1;6
972;03/04/2020;0;0;0;3
973;03/04/2020;2;1;0;0
974;03/04/2020;4;0;0;5
976;03/04/2020;9;0;0;0
1;04/04/2020;25;8;5;9
2;04/04/2020;42;4;10;19
3;04/04/2020;6;0;0;2
4;04/04/2020;0;0;0;0
5;04/04/2020;1;1;0;5
6;04/04/2020;37;11;3;18
7;04/04/2020;1;0;2;7
8;04/04/2020;11;2;1;7
9;04/04/2020;1;0;0;2
10;04/04/2020;38;4;10;2
11;04/04/2020;8;1;0;3
12;04/04/2020;10;2;2;5
13;04/04/2020;98;15;11;62
14;04/04/2020;10;5;2;14
15;04/04/2020;1;0;0;0
16;04/04/2020;1;1;0;1
17;04/04/2020;8;0;0;4
18;04/04/2020;6;3;1;1
19;04/04/2020;6;0;3;1
21;04/04/2020;54;7;3;7
22;04/04/2020;5;1;1;6
23;04/04/2020;3;0;1;1
24;04/04/2020;8;2;0;2
25;04/04/2020;22;7;3;17
26;04/04/2020;23;4;3;14
